"","x"
"1",3.95217065973272
"2",3.11894615192711
"3",0.361344159478414
"4",1.96261387598133
"5",0.0421204894235392
"6",0.441871343886202
"7",0.269555963935195
"8",0.0128119325901176
"9",0.131513062892657
"10",0.0708373881695555
"11",0.137053893553963
"12",0.244554178668523
"13",0.337915119501788
"14",0.379581732547499
"15",0.225702083113628
"16",0.330308429965452
"17",0.210476231909251
"18",0.82913500865253
"19",0.255623911303376
"20",0.408669942979031
"21",0.0834155863912698
"22",1.21463143385054
"23",0.168050151998904
"24",4.24673750432863
"25",0.48155928758866
"26",0.785392835055698
"27",0.0969301165519434
"28",0.00231960507882852
"29",0.349649209270679
"30",0.276493325309696
"31",0.709444402708486
"32",0.062691637181242
"33",0.8642977931043
"34",0.391582713126569
"35",0.624520735984648
"36",0.42052351430388
"37",0.0262564615550118
"38",0.011764406424202
"39",0.0412809521060669
"40",1.20109804235213
"41",0.217644173332547
"42",0.214316503716832
"43",0.107856236394795
"44",0.693350214453589
"45",0.0668026958117856
"46",0.328386374777424
"47",0.314159390140052
"48",1.2174974459842
"49",0.999449270671812
"50",0.103554670806089
"51",0.401994622197792
"52",0.0350181492305284
"53",0.352944818494022
"54",0.693001413815425
"55",0.260701521921131
"56",0.445638932280174
"57",0.0197643072850637
"58",0.733361154712062
"59",0.290930843570149
"60",75668.2254210724
"61",0.463640118067585
"62",0.200384594081884
"63",0.0258107562722337
"64",0.010331273669934
"65",0.0156628982023413
"66",0.080690695296123
"67",1.42985576561855
"68",0.106454233002919
"69",0.248791998795849
"70",6.04521883387468
"71",0.12762768414478
"72",0.800008401517606
"73",0.25720928743267
"74",1.3754287356597
"75",0.283706974752557
"76",0.198080203071094
"77",0.221705227539051
"78",0.774322244459455
"79",0.0208086354533844
"80",0.511347570672777
"81",0.443839066987531
"82",0.392343927003223
"83",0.293677726995127
"84",0.379070251650832
"85",1.24117323572632
"86",0.285829253183622
"87",0.328213322587414
"88",0.182071327062307
"89",0.269831350813605
"90",0.29523959707219
"91",1.21436724428814
"92",0.757837022248615
"93",0.898217590992547
"94",0.0572167800213459
"95",0.435760058290196
"96",0.257351542451177
"97",0.60968667271922
"98",0.518835219442614
"99",0.0627243273744666
"100",1.42195567900661
"101",0.934198299591702
"102",0.0337423947243662
"103",0.400767126794708
"104",2.75635461430298
"105",0.179445180268793
"106",1.90347629447947
"107",1.45511959247713
"108",0.153911783864681
"109",0.644320951129391
"110",0.644755969724497
"111",0.19082766322787
"112",0.280500985245019
"113",0.285373519901989
"114",0.660118801762364
"115",0.0946945330384808
"116",0.419822459554587
"117",0.0364568092908666
"118",0.0104693815711107
"119",0.265114232512309
"120",0.0388161044584357
"121",0.0352506097526118
"122",0.0342320183594021
"123",24.892183717055
"124",0.311503010243435
"125",1.03389061483323
"126",0.37383465718649
"127",36164.4380750353
"128",0.367598734338549
"129",0.435642063405048
"130",0.973831985222799
"131",611721.146880455
"132",0.341488669900321
"133",0.139099517734737
"134",0.679937271470324
"135",0.00528799646509495
"136",2.19263380076094
"137",0.050380056629067
"138",0.0409259451755482
"139",0.327623267048199
"140",0.0746286133470625
"141",0.0718017097321862
"142",850.125436859122
