"","x"
"804",0.410342984673667
"805",0.354124788600373
"806",0.048187380637337
"807",1.47140001521861
"808",1.12403209314271
"809",0.222786584307756
"810",0.702193265037274
"811",1.30093431690073
"812",2.47403708180709
"813",0.16404030287082
"814",0.159476026129977
"815",0.259665857694016
"816",0.903596286904585
"817",0.434033089970894
"818",0.254856420986913
"819",0.351267921480971
"820",2.67157888063224
"821",0.0412594622129631
"822",3.35065393474811
"823",0.520358075532712
"824",0.467202210189885
"825",0.1603921686961
"826",0.664160187167597
"827",0.0771219739542747
"828",0.735220512595395
"829",0.938159716807514
"830",0.112140590598993
"831",0.714542719004879
"832",0.246597227705676
"833",0.434387688078387
"834",1.15616207317356
"835",3.48342617251865
"836",0.718459529705344
"837",0.195116333743047
"838",1.07014663384011
"839",0.00857315870690125
"840",0.00112451105610626
"841",0.011476330842433
"842",0.30979360476557
"843",0.702587939354
"844",1.96481165758704
"845",0.620688789700449
"846",1.29630836909853
"847",0.112429064119509
"848",0.458975827849279
"849",0.458871234822401
"850",0.272011265407934
"851",1.75330720573609
"852",0.0201631890030139
"853",0.227138096131683
"854",0.302962008006424
"855",0.382646171710904
"856",0.376409266529912
"857",0.799274570244217
"858",0.423160933034703
"859",0.995476796946253
"860",0.00549354373657759
"861",0.0184736465080981
"862",0.116621310494009
"863",0.309696455335893
"864",0.441547494350555
"865",0.358319334887381
"866",0.545046389547252
"867",0.307452399505022
"868",0.0457434372130513
"869",0.118200953395923
"870",0.325586419082104
"871",1.80596712108473
"872",0.40997469698141
"873",0.0100862245577378
"874",0.269622449876415
"875",0.413230551902018
"876",2.63347141268385
"877",0.731371354561819
"878",0.0751668262055929
"879",0.265312441926199
"880",0.00679230616452603
"881",0.324129772686255
"882",0.167899108921449
"883",0.166608250530305
"884",1.13492797358378
"885",0.0818080365732453
"886",0.25104021086193
"887",0.13520411049567
"888",0.0594429781303048
"889",NA
"890",3.51783545396364
"891",0.200753093557846
"892",0.132896853357736
"893",2.83146906626079
"894",0.147807645711331
"895",0.224191672010757
"896",1.14224112577347
"897",0.160928097755686
"898",0.204928759043325
"899",0.612520135855031
"900",0.00477911651263727
"901",0.134994467436459
"902",0.180789933744657
"903",0.218915410805278
"904",3.49912504379889
"905",0.0649328031195219
"906",0.329581315818431
"907",0.448840522112627
"908",0.650525487813455
"909",0.559334783536332
"910",1.16655558619536
"911",1.21786137376208
"912",0.0697985325333478
"913",0.19207896570551
"914",1.50506735198543
"915",12.6219746563525
"916",2.67592917952148
"917",1.526075269808
"918",0.634498058719415
"919",1.02429725059195
"920",0.520773604009635
"921",0.232200183868962
"922",0.334008745720642
"923",0.421050603414961
"924",0.304621169305738
"925",0.0447549556744242
"926",0.247371323720087
"927",0.143216081594472
"928",0.0598719328978374
"929",0.0891306462442415
"930",0.445833749110704
"931",0.197182860245413
"932",0.230237254592018
"933",0.618219531798308
"934",0.573835710342881
"935",0.447097538338623
"936",0.0522245144646432
"937",0.70655925151333
"938",2.83497570931339
"939",0.313487425192588
"940",0.461526987317174
"941",0.211456299865777
"942",0.712843897547786
"943",0.175281873623423
"944",0.220105086798895
"945",0.0343052548569106
"946",0.0804863826693929
"947",0.440774068500227
"948",1.40506208313652
"949",1.20770922489799
"950",1.1226536601483
"951",3.52019134493346
"952",0.270346262262617
"953",1.22837433455119
"954",1.354876447269
"955",0.22268977941104
"956",0.217060342756813
"957",0.0606331231363166
"958",0.0527608279268512
"959",0.472053476989842
"960",0.350621688981486
"961",0.457493625235479
"962",0.187277582153097
"963",0.314385524415702
"964",0.0177120499350551
"965",0.160691341624576
"966",0.228306650330907
"967",0.371019119158873
"968",0.224511069794884
"969",1.29749367461693
"970",2.97356597032685
"971",1.58989195092593
"972",1.48910882550634
"973",1.08807536492241
"974",0.377027772729145
"975",0.23454145908671
"976",1.14198071781093
"977",0.753961194863656
"978",0.359271598458768
"979",0.979162200400929
"980",0.898721312172676
"981",0.149323734857799
"982",0.363684587022711
"983",0.564847894351954
"984",0.593321793722725
"985",0.574284905611201
"986",0.626405569837111
"987",0.0247149469706558
"988",0.407091294519224
"989",1.61329968340416
"990",2.26651454504237
"991",1.45123603824445
"992",2.88118400957383
"993",1.18661914842967
"994",1.67847575358321
"995",0.845138146600346
"996",0.489050529778623
"997",1.92872129259572
"998",0.0707214857844997
"999",0.360549051247944
"1000",0.280908509187616
"1001",1.55532453108956
"1002",0.0493972058435561
"1003",0.0305568401584045
"1004",0.0417745464471624
"1005",0.352065752363903
"1006",0.486007719149462
"1007",0.0649435623781283
"1008",0.159514442469235
"1009",0.00592987635509995
"1010",0.424933147954393
"1011",0.414399934360602
"1012",0.266798850099346
"1013",0.581319199885279
"1014",0.159074010184126
"1015",3.31507994127933
"1016",0.833578168391774
"1017",0.478496820822072
"1018",0.158696774886192
"1019",0.114500916138236
"1020",0.389428796577431
"1021",0.303491074282677
"1022",0.565922658386514
"1023",0.0177799825632573
"1024",0.00175649780035386
"1025",0.65685941878521
"1026",0.0974519422991041
"1027",0.52098045192234
"1028",0.431147432035236
"1029",0.473844450260019
"1030",0.505067297831381
"1031",0.585216531535891
"1032",0.379478219935213
"1033",0.505067297831381
"1034",0.585216531535891
"1035",0.505067297831381
"1036",0.73788643739427
"1037",0.0101889815898097
"1038",0.00457561656203961
"1039",4869.0175511571
"1040",0.351219917771303
"1041",0.0571787832443445
"1042",1.04208291818442
"1043",0.432950807280752
"1044",0.668050670845779
"1045",0.946350432607987
"1046",0.725060795710108
"1047",0.324176316865803
"1048",0.751782302695898
"1049",0.652192519819757
"1050",0.764887031402118
"1051",0.273006380974847
"1052",0.273006380974847
"1053",31.0500984278146
"1054",0.204725389768821
"1055",0.188717992786353
"1056",0.360551577194083
"1057",0.529833893486918
"1058",0.653903031595708
"1059",0.594600796509511
"1060",0.250838073083949
"1061",0.22133013098654
"1062",0.197946427780094
"1063",0.194159689299136
"1064",0.0433166243414334
"1065",0.782293594617335
"1066",0.0665047493315564
"1067",0.298055203411406
"1068",0.186740487834772
"1069",1.11493627464046
"1070",0.78776695462367
"1071",0.939893430494554
"1072",0.182225659687767
"1073",0.32208132979843
"1074",2.69447243023604
"1075",0.222780287075342
"1076",0.00891471123951646
"1077",0.616596077540585
"1078",0.0949619714340068
"1079",0.499285183077524
"1080",0.00607535856461095
"1081",0.302456369565934
"1082",0.25250375336875
"1083",0.0978434489523428
"1084",1.09571648236484
"1085",0.507074904124945
"1086",0.654514929665823
"1087",0.204996241511469
"1088",0.110051858975366
"1089",0.201227478990666
"1090",0.405738578082433
"1091",0.16365778482497
"1092",0.251603989295517
"1093",0.247429849240893
"1094",0.324613200344837
"1095",0.565944926624592
"1096",0.280024656798458
"1097",0.449001848901565
"1098",0.343257901489914
"1099",0.15412933051726
"1100",0.147718964284085
"1101",1.51238865530047
"1102",0.272665843261243
"1103",2.17059972150078
"1104",2.71251151650585
"1105",0.840829899255095
"1106",14.6079907518953
"1107",0.406288333814748
"1108",0.391526393075534
"1109",0.204364739885328
"1110",0.882482145841818
"1111",0.533026975131917
"1112",15720.693395771
"1113",1.91792733795593
"1114",50362.9309804052
"1115",44986.7963227416
"1116",0.119804864948922
"1117",0.591547669202459
"1118",0.0549347065173086
"1119",0.372860554179364
"1120",0.0545235555741829
"1121",0.162249576933404
"1122",1.08782486573464
"1123",0.331206133433182
"1124",0.652488573223025
"1125",0.221649860414977
"1126",0.0203919312947022
"1127",0.521836230730081
"1128",0.0457206367334489
"1129",0.352234463445362
"1130",1.83458248272673
"1131",0.104058388111462
"1132",0.653985139612708
"1133",1.72399829775583
"1134",0.385809142095969
"1135",0.578057021918355
"1136",0.595471596686103
"1137",0.218761879094179
"1138",0.455595776802569
"1139",0.567620644711758
"1140",0.241514051919131
"1141",0.254432537944699
"1142",0.0438823657776561
"1143",0.433971915997742
"1144",0.418738552323912
"1145",0.355932069387498
"1146",70853.1601513606
"1147",0.155044979816995
"1148",2.17608707463554
"1149",1.29809447779115
"1150",2.21326437928335
"1151",0.450307968720535
"1152",0.666576832803506
"1153",0.980697320358722
"1154",1.95091674581925
"1155",0.229302530314187
"1156",0.915309082624261
"1157",0.128793894314513
"1158",1.5610032151676
"1159",4.16680108136422
"1160",0.236739035630953
"1161",0.062870233824446
"1162",12277.7343442258
"1163",0.0450843193806707
"1164",0.102788970951546
"1165",3.42797671818872
"1166",2.83492088200883
"1167",1.1476327484597
"1168",1.21109736052442
"1169",0.139691346403602
"1170",0.071204602867946
"1171",0.36903495730247
"1172",2.78578924227575
"1173",0.593152708800455
"1174",0.188959802871643
"1175",10.4714591300733
"1176",1.74783459397881
"1177",1.15404455628628
"1178",582.835032460282
"1179",0.0655735224241528
"1180",0.556632838942011
"1181",0.0216143898739216
"1182",0.525278601977002
"1183",2.07607906525539
"1184",0.043492653549396
"1185",0.231097629007356
"1186",0.123075108592644
"1187",0.121850553656612
"1188",0.124295412085504
"1189",0.0770321039541993
"1190",0.827820995495618
"1191",1.115026353572
"1192",0.0316710400044148
"1193",2.53233811964507
"1194",1.79777167635575
"1195",0.433160769872031
"1196",0.314331846548869
"1197",0.094608273624148
"1198",0.00637306575295907
"1199",2.62154171748095
"1200",3.58795901210283
"1201",0.405343599290192
"1202",1.71150469889385
"1203",0.0489504549567959
"1204",0.0286748186611098
"1205",0.259433124477658
"1206",0.319263641353754
"1207",0.220452268697448
"1208",1.75501937223379
"1209",0.147499941495344
"1210",0.0232608114449156
"1211",0.145048264433428
"1212",3.20174199002768
"1213",0.079661708610754
"1214",0.224882830124681
"1215",0.450170031911932
"1216",0.0898589829463383
"1217",3.49105462087736
"1218",31626.3166758684
"1219",0.439518587127035
"1220",2.98864663235136
"1221",0.243802470700444
"1222",0.0836781797015997
"1223",0.93395496560668
"1224",0.299420905332014
"1225",2.04551313116447
"1226",2.6373780807332
"1227",0.155507203916273
"1228",1.26333227271536
"1229",0.777525314786498
"1230",0.00857285353675649
"1231",1.33776630999736
